,Headlines,Andrew,Bryan,Charlie,David,Elfie,Freddy,George,Henry,Islam,Jack,Kevin
14653,Has it all gone Pete Tong for electronic dance music?,0,0,0,0,0,0,0,0,0,0,0
14654,The Mediterranean diet is in retreat even in Italy. What now for the foodies’ ideal?,1,0,0,0,0,0,0,1,1,0,0
14655,Tax evasion isn’t just for the west: it conspires to keep Africa poor too,0,0,0,0,0,0,0,0,0,0,0
14656,Six reasons why Britain’s retailers can’t make ends meet,1,0,1,1,1,0,0,0,1,1,0
14657,Starbucks to tell staff 'prejudice is deeply rooted' at anti-bias training,0,0,0,0,0,0,0,0,0,0,0
14658,"Money talks  


  US tech giants don’t just have your data – they are in your pension too",1,0,1,1,1,1,0,0,1,1,0
14659,‘Ridiculously complex’: Top financier blasts UK’s biggest fund,0,0,0,0,0,0,0,0,0,0,0
14660,Parkland students stage supermarket 'die-ins' to protest chain's NRA link,0,1,1,1,0,1,1,1,1,0,0
14661,Homebase sold to Hilco for £1 putting jobs and 60 stores at risk,0,0,0,0,0,0,0,0,0,0,0
14662,£75bn flotation of Saudi oil giant likely to be delayed until 2019,0,1,0,1,0,1,0,0,1,1,0
14663,UK fashion sales slide as women spend on gym and restaurants,0,0,0,0,0,0,0,0,0,0,0
14664,Better ways to fund the NHS,0,0,0,0,0,0,0,0,0,0,0
14665,Why are middle-aged women invisible on book covers?,0,0,0,0,0,0,0,0,0,0,0
14666,Scourge of philanthrocapitalism,0,0,0,0,0,0,0,0,0,0,0
14667,Hotel Chocolat triumphs in chocolate dispute with Waitrose,0,0,0,0,0,0,0,0,0,0,0
14668,UK nuclear plans 'risk collapse if Hitachi talks fail',0,0,0,0,0,0,0,0,0,0,0
14669,Netflix puts content above costs but is the policy sustainable?,0,0,0,0,0,0,0,0,0,0,0
14670,True North  Doug Ford isn’t “for the little guy” – he’s a mercenary for the millionaire class,0,0,0,0,0,0,0,0,0,0,0
14671,Business live  UK growth hits five-year low of 0.1% as business investment falls – as it happened,0,1,1,1,0,1,1,1,1,0,0
14672,Time's up for best-before dates. Which fresh foods keep best?,1,0,0,0,0,0,0,1,1,0,0
14673,SNP says Scotland should delay launching own currency,0,0,0,0,0,0,0,0,0,0,0
14674,The Guardian's Audio Long Reads  The spectacular power of Big Lens – podcast,0,1,0,1,0,1,0,0,1,1,0
14675,Iran lists demands for staying in nuclear deal,0,0,0,0,0,0,0,0,0,0,0
14676,UK economy posts worst quarterly GDP figures for five years,0,0,0,0,0,0,0,0,0,0,0
14677,"Guardian Selects  Bye, Spotify: can this new streaming service help listeners play fair?",0,0,0,0,0,0,0,0,0,0,0
14678,New York stock exchange has its first female leader in 226-year history,0,0,0,0,0,0,0,0,0,0,0
14679,"Whatever happened to that $35,000 Tesla Model 3 you still can’t buy?",0,0,0,0,0,0,0,0,0,0,0
14680,Football tickets: how resale sites rip off fans – video,0,0,0,0,0,0,0,0,0,0,0
14681,Touts using football resale sites rip off fans and put them at risk,0,0,0,0,0,0,0,0,0,0,0
14682,"Secondary ticketing: how it works, the law, pitfalls and the future",0,0,0,0,0,0,0,0,0,0,0
14683,The long read  How Britain let Russia hide its dirty money,0,0,0,0,0,0,0,0,0,0,0
14684,Rotten teeth health warning on sugary drinks could deter buyers,0,0,0,0,0,0,0,1,0,1,1
14685,"Business live  Deutsche Bank to slash more than 7,000 jobs; chairman survives revolt – as it happened",0,1,1,1,0,1,1,1,1,0,0
14686,"Nils Pratley on finance  


  Is BT remuneration committee measuring the right things?",0,1,1,1,0,1,1,1,1,0,0
14687,Netflix overtakes Disney to become most valuable US media company,0,0,0,0,1,0,1,1,0,1,1
14688,Lloyds investors rebel against bank's executive pay report,0,1,1,1,0,1,1,1,1,0,0
14689,"Deutsche Bank slashes 7,000 jobs, with City likely to take hit",0,1,1,1,0,1,1,1,1,0,0
14690,‘Max-fac’ is an idiotic idea that will bankrupt British businesses,0,1,1,1,0,1,1,1,1,0,0
14691,Canada blocks Chinese takeover of Aecon over national security concerns,0,0,0,0,0,0,0,0,0,0,0
14692,"Sainsbury's to cut pay by £400 a year on average for 9,000 staff",0,0,0,0,0,0,0,0,0,0,0
14693,EU settles seven-year Gazprom dispute without imposing fine,0,0,0,0,0,0,0,0,0,0,0
14694,"BT paid chief £2.3m shortly after revealing 13,000 job cuts",0,0,0,0,0,0,0,0,0,0,0
14695,Mail Online's falling traffic blamed on Facebook's newsfeed overhaul,0,0,0,0,0,0,0,0,0,0,0
14696,Louis Vuitton owner LVMH invests in fashion search site Lyst,0,0,0,0,0,0,0,0,0,0,0
14697,"First thoughts  


  Stop scrimping, Theresa May – or the NHS’s 70th birthday will be its last",0,0,0,0,0,0,0,0,0,0,0
14698,Nottingham has lowest household disposable income per head in UK,1,0,0,0,0,0,0,1,1,0,0
14699,UK retail sales come in from the cold with a 1.6% rise in April,1,0,1,1,1,0,0,0,1,1,0
14700,'We can't see a future': group takes EU to court over climate change,0,0,0,0,0,0,0,0,0,0,0
14701,Spotify to pay out $112m in royalties to songwriters after settlement,0,0,0,0,0,0,0,0,0,0,0
14702,Ask Jack  OneNote or Evernote: which is best for a very small business?,0,0,0,0,0,0,0,0,0,0,0
14703,Bovis Homes hit by shareholder revolt over pay of interim chief,0,0,0,0,0,0,0,0,0,0,0
14704,"Stop Brexit blather and face reality on trade, says ex-EU ambassador",0,0,0,0,0,0,0,0,0,0,0
14705,The long read  The trouble with charitable billionaires,0,0,0,0,0,0,0,0,0,0,0
14706,Enough of Carillion culture. Make bosses pay for the carnage they cause,0,0,0,0,0,0,0,0,0,0,0
14707,Trump investigation of auto imports raises fears of new tariffs,0,0,0,0,0,0,0,0,0,0,0
14708,Politics live with Andrew Sparrow  HMRC says 'max fac' customs system preferred by Brexiters could cost business up to £20bn per year – as it happened,0,0,0,0,0,0,0,0,0,0,0
14709,Uber shuts down self-driving operation in Arizona after fatal crash,0,0,0,0,0,0,0,0,0,0,0
14710,Tiffany's regains its lustre as focus on youngsters drives sales surge,0,0,0,0,0,0,0,0,0,0,0
14711,"Nils Pratley on finance  


  Barclays' smoke and mergers will not deflect tough questions",0,1,1,1,0,1,1,1,1,0,0
14712,Brexiters' customs model 'could cost £20bn for UK business',0,0,0,0,0,0,0,0,0,0,0
14713,Arcadia owner Tina Green was paid £25m by Taveta despite Topshop slump,0,0,0,0,0,0,0,0,0,0,0
14714,"Business live  UK inflation falls to 13-month low, sending pound sliding – as it happened",0,0,0,0,0,0,0,0,0,0,0
14715,Brief letters  Cooking for one isn’t so easy with Feast,0,0,0,0,0,0,0,0,0,0,0
14716,Trump says China trade deal is 'too hard to get done',0,0,0,0,0,0,0,0,0,0,0
14717,The answer to Britain’s productivity crisis? Meghanomics,0,0,0,0,0,0,0,0,0,0,0
14718,Marks & Spencer reports sharp drop in annual profits,0,0,0,0,0,0,0,0,0,0,0
14719,Uber to give drivers and couriers sickness and maternity cover,0,0,0,0,0,0,0,0,0,0,0
14720,Barclays reported to be exploring merger with Standard Chartered,0,0,0,0,0,0,0,0,0,0,0
14721,House prices tumble in London against rises across rest of UK,0,0,0,0,0,0,0,0,0,0,0
14722,UK inflation falls unexpectedly to lowest level for a year,0,0,0,0,0,0,0,0,0,0,0
14723,Fox told to engage with Comcast despite rival bid benefit to Murdoch,0,0,0,0,0,0,0,0,0,0,0
14724,UK calls for special EU deal on data-sharing laws after Brexit,0,0,0,0,0,0,0,0,0,0,0
14725,Dairy Crest invests £85m in cheese factory as overseas demand grows,0,0,0,0,0,0,0,0,0,0,0
14726,Seven reasons why Marks & Spencer is in trouble,0,0,0,0,0,0,0,0,0,0,0
14727,Eight women allege sexual harassment at XPO Logistics warehouse in Memphis,0,0,0,0,0,0,0,0,0,0,0
14728,Government was too slow to spot Carillion's trouble brewing – MPs,0,0,0,0,0,0,0,0,0,0,0
14729,"The alternatives  


  You don’t need bankers to invest your pension. There’s a DIY ethical route",0,1,1,1,0,1,1,1,1,0,0
14730,US Congress passes partial Dodd-Frank rollback in move to deregulate banking,0,1,1,1,0,1,1,1,1,0,0
14731,Stock markets drop after Trump signals dissatisfaction with China negotiations,0,1,1,1,0,1,1,1,1,0,0
14732,"Nils Pratley on finance  


  M&S's latest 'radical' restructure may not be bold enough",0,1,1,1,0,1,1,1,1,0,0
14733,"UK needs big digital upgrade to thrive after Brexit, says Hammond",0,0,0,0,0,0,0,0,0,0,0
14734,Galliford Try warns of extra costs for Aberdeen bypass,0,0,0,0,0,0,0,0,0,0,0
14735,EU braced for trade war as US tariffs exemption to expire within weeks,0,0,0,0,0,0,0,0,0,0,0
14736,Is the railway timetable change on the right track for passengers?,0,0,0,0,0,0,0,0,0,0,0
14737,Robbie Williams to 'party like a Russian' with Uzbek-born billionaire,0,0,0,0,0,0,0,0,0,0,0
14738,"Brexit vote has cost each UK household £900, says Mark Carney",1,0,0,0,0,0,0,1,1,0,0
14739,"Business live  UK households £900 worse off since Brexit vote says Bank, but FTSE hits new high - as it happened",1,1,1,1,0,1,1,1,1,0,0
14740,Other lives  Graham Corbett obituary,0,0,0,0,0,0,0,0,0,0,0
14741,Harry Potter and Tom Kerridge fuel Bloomsbury's record revenue,0,0,0,0,0,0,0,0,0,0,0
14742,Nine people killed as Indian police open fire on pollution protesters,0,0,0,0,0,0,0,0,0,0,0
14743,Food industry in England fails to meet sugar reduction target,1,0,0,0,0,0,0,1,1,0,0
14744,"Tesco shuts its non-food website, Tesco Direct",1,0,0,0,0,0,0,1,1,0,0
14745,Shell investors revolt over pay and maintain pressure over climate change,0,0,0,0,0,0,0,0,0,0,0
14746,Boris Johnson joins US in criticising Russia to Germany gas pipeline,1,1,0,1,0,1,0,1,1,1,0
14747,Attorney general defies call to give £400m windfall to UK charities,0,0,0,0,0,0,0,0,0,0,0
14748,M&S store closures: full list of shops to shut announced so far,0,0,0,0,0,0,0,0,0,0,0
14749,Northern rail disruption continues amid driver shortage,0,0,0,0,0,0,0,0,0,0,0
14750,Nationwide's mortgage lending slumps by a third,0,0,0,0,0,0,0,0,0,0,0
14751,Marks & Spencer to close 100-plus stores by 2022 in ‘radical’ plan,0,0,0,0,0,0,0,0,0,0,0
14752,Rudy Giuliani won deal for OxyContin maker to continue sales of drug behind opioid deaths,0,0,0,0,0,0,0,0,0,0,0
14753,Landmark lawsuit claims Monsanto hid cancer danger of weedkiller for decades,0,0,0,0,0,0,0,0,0,0,0
14754,Big tech companies are trying to rewrite the rules to get your data,1,0,1,1,1,1,0,0,1,1,0
14755,"Nils Pratley on finance  


  Ryanair boss rides out turbulence of bad publicity",0,1,1,1,0,1,1,1,1,0,0
14756,Italian president in talks as populist parties put forward novice for PM,0,0,0,0,0,0,0,0,0,0,0
14757,Is anyone really desperate to see Solo: A Star Wars Story?,0,0,0,0,0,0,0,0,0,0,0
14758,Business leaders say economic nationalism is biggest growth threat,0,0,0,0,0,0,0,0,0,0,0
14759,Sony buys EMI Music Publishing for $2.3bn,0,0,0,0,0,0,0,0,0,0,0
14760,New Starbucks policy allows non-paying guests to sit in cafes and use restrooms,0,0,0,0,0,0,0,0,0,0,0
14761,Russian activity in City of London faces further scrutiny by MPs,0,0,0,0,0,0,0,0,0,0,0
14762,Australia and UK urged to strike free-trade deal to counter Trump's protectionism,0,0,0,0,0,0,0,0,0,0,0
14763,Don’t like a natural wine? Try another one,0,0,0,0,0,0,0,0,0,0,0
14764,Network Rail appoints new chief – with smaller pay packet than predecessor,0,0,0,0,0,0,0,0,0,0,0
14765,FTSE 100 hits record high as markets digest US-China tariff truce,0,1,1,1,0,1,1,1,1,0,0
14766,"Business live  FTSE 100 at record high after trade war truce, but pound hits 2018 low - as it happened",0,0,0,0,0,0,0,0,0,0,0
14767,US stocks surge after US-China trade war truce,0,0,0,0,0,0,0,0,0,0,0
14768,Culture secretary raises Comcast's hopes in battle for Sky,0,0,0,0,0,0,0,0,0,0,0
14769,Tesco to axe 'confusing' best before dates on its fruit and vegetables,0,0,0,0,0,0,0,0,0,0,0
14770,"Elon Musk announces $78,000 high-performance version of Tesla Model 3",0,0,0,0,0,0,0,0,0,0,0
14771,Barclays bank fraud charges over $3bn Qatar loan thrown out by court,0,1,1,1,0,1,1,1,1,0,0
14772,Cancellations and delays as new rail timetables introduced,0,0,0,0,0,0,0,0,0,0,0
14773,You're the expert  Which is the best reusable coffee cup?,0,0,0,0,0,0,0,0,0,0,0
14774,The Guardian's Audio Long Reads  Why we should bulldoze the business school – podcast,0,0,0,0,0,0,0,0,0,0,0
14775,"Project Syndicate economists  


  Cryptocurrencies have a mysterious allure – but are they just a fad?",0,0,0,0,0,0,0,0,0,0,0
14776,Ryanair: rising number of bags at gate may prompt review of rules,0,0,0,0,0,0,0,0,0,0,0
14777,Drax power station to lead fresh carbon capture trial,0,1,0,1,0,1,0,0,1,1,0
14778,Brexit blamed for dramatic fall in UK business registrations,0,0,0,0,0,0,0,0,0,0,0
14779,"Russian 'dirty money' is damaging UK security, MPs say",0,0,0,0,0,0,0,0,0,0,0
14780,The briefing  Breaking Bad to the Paradise Papers: all you need to know about money laundering,0,0,0,0,0,0,0,0,0,0,0
14781,The Guardian view on the Grenfell Tower inquiry: necessary but not sufficient,0,0,0,0,0,0,0,0,0,0,0
14782,Shell faces shareholder challenge over climate change approach,0,0,0,0,0,0,0,0,0,0,0
14783,Outcry over mass train cancellations as new Thameslink timetable begins,0,0,0,0,0,0,0,0,0,0,0
14784,Power station boss warns against reliance on electricity imports,1,1,0,1,0,1,0,1,1,1,0
14785,Marks & Spencer to reveal dozens of store closures,0,0,0,0,0,0,0,0,0,0,0
14786,US and China put trade war 'on hold',0,0,0,0,0,0,0,0,0,0,0
14787,TSB customers still unable to access accounts four weeks after 'glitch',0,0,0,0,0,0,0,0,0,0,0
14788,"Economics viewpoint  


  Italy’s policies make sense – it’s eurozone rules that are absurd",0,0,0,0,0,0,0,0,0,0,0
14789,"Observer business agenda  


  BP boss's pay may be excessive – but protests won't threaten him",0,0,0,0,0,0,0,0,0,0,0
14790,"Business leader  


  Oil price keeps rising – will it come back to earth with a bump?",0,1,0,1,0,1,0,0,1,1,0
14791,"William Keegan's in my view  


  It’s said Brexit is ‘not going to plan’. Did we ever have a plan?",0,0,0,0,0,0,0,0,0,0,0
14792,A new low in mansplaining – menopause as a metaphor for a failing economy,0,0,0,0,0,0,0,0,0,0,0
14793,"Vegan burgers: now juicy, pink and bloody",0,0,0,0,0,0,0,0,0,0,0
14794,Former Tory minister plans EU customs union rebellion,0,0,0,0,0,0,0,0,0,0,0
14795,Art prices at ‘obscene’ levels as Chinese join high-spending elite,0,0,0,0,0,0,0,0,0,0,0
14796,Should Africa let Silicon Valley in?,0,0,0,0,0,0,0,0,0,0,0
14797,Monzo is ‘one of the best’ ethical current accounts,0,0,0,0,0,0,0,0,0,0,0
14798,Off the rails: Train timetable shake-up sparks anger among passengers,0,0,0,0,0,0,0,0,0,0,0
14799,Chris Grayling thinks nostalgia can fix the east coast mainline. He’s wrong,0,0,0,0,0,0,0,0,0,0,0
14800,Boris Johnson to lay Falklands wreath in Argentina,0,0,0,0,0,0,0,0,0,0,0
14801,Argentina forced to seek IMF aid over fears for economy,0,0,0,0,0,0,0,0,0,0,0
14802,AstraZeneca rocked by shareholder revolt over executive pay,0,0,0,0,0,0,0,0,0,0,0
14803,Stationery chain Smiggle: 'In some stores kids come in with a £50 note',0,0,0,0,0,0,0,0,0,0,0
14804,Dollars galore! Rare bottles of whisky sell for record $1m-plus,0,0,0,0,0,0,0,0,0,0,0
14805,"Business live  Trade war fears push oil back below $80, FTSE 100 closes lower a day after record - as it happened",0,1,0,1,0,1,0,0,1,1,0
14806,Regulator unconvinced by industry problem-gambling measure,0,0,0,0,0,0,0,0,0,0,0
14807,China: we have not bowed to Trump's call to cut US trade surplus by $200bn,0,0,0,0,0,0,0,0,0,0,0
14808,NHS privately planning to develop Royal Free nurses' home into luxury flats,1,0,1,1,1,0,0,0,1,1,0
14809,The bad bet at the heart of the East Coast rail franchise implosion,0,0,0,0,0,0,0,0,0,0,0
14810,Lloyds faces shareholder revolt as CEO's pay is 95 times that of average worker,0,0,0,0,0,0,0,0,0,0,0
14811,Ikea halts new Preston store as UK profits fall,0,0,0,0,0,0,0,0,0,0,0
14812,Hotel Chocolat fires new salvo at Waitrose in chocolate war,0,0,0,0,0,0,0,0,0,0,0
14813,Hydrogen is the energy future,0,1,0,1,0,1,0,0,1,1,0
14814,Follow California’s blueprint to abolish exploitation in the UK’s gig economy,0,0,0,0,0,0,0,0,0,0,0
14815,Open to new ideas on the railways,0,0,0,0,0,0,0,0,0,0,0
14816,TGI Fridays staff go on strike in UK's first dispute over tipping,0,0,0,0,0,0,0,0,0,0,0
14817,WPP investor backs chairman over unpublished Martin Sorrell report,0,0,0,0,0,0,0,0,0,0,0
14818,UK railways prove less profitable than private operators once hoped,0,0,0,0,0,0,0,0,0,0,0
14819,Cartier owner destroys more than £400m of watches in two years,0,0,0,0,0,0,0,0,0,0,0
14820,Culture secretary deserves credit for cutting maximum FOBT stake to £2,0,0,0,0,0,0,0,0,0,0,0
14821,Princes sets 50% recycling target for plastic bottles,0,0,0,0,0,0,0,0,0,0,0
14822,The crypto-future is female: bitcoin innovators push for inclusion,0,0,0,0,0,0,0,0,0,0,0
14823,Women's rights and gender equality  Bank faces lawsuit over Honduras dam project as spirit of Berta Cáceres lives on,0,1,1,1,0,1,1,1,1,0,0
14824,Number of low-paid UK workers falls to lowest level in decades,0,0,0,0,0,0,0,0,0,0,0
14825,"FTSE 100 soars to record closing high, with oil firms among strongest risers",0,1,0,1,0,1,0,0,1,1,0
14826,"Months after Grenfell, where's the ban on combustible materials?",1,1,1,0,0,1,1,0,1,0,0
14827,EU sets course for US clash with law blocking Iran sanctions,0,0,0,0,0,0,0,0,0,0,0
14828,'It's money I'll never get back': the insidious attraction of FOBTs,0,0,0,0,0,0,0,0,0,0,0
14829,US deal boosts Ocado's stock market value to £5.3bn,0,1,1,1,0,1,1,1,1,0,0
14830,Business live  Brent crude oil hits $80 per barrel and pushes FTSE 100 to record close - as it happened,0,1,0,1,0,1,0,0,1,1,0
14831,Carillion and Britain’s modern kleptocracy,0,0,0,0,0,0,0,0,0,0,0
14832,The private sector and childcare,0,0,0,0,0,0,0,0,0,0,0
14833,All aboard for the railway hokey cokey,0,0,0,0,0,0,0,0,0,0,0
14834,Mothercare to close 50 outlets and reinstate ousted CEO,0,0,0,0,0,0,0,0,0,0,0
14835,Financial giant's £50m 'Girl Fund' to back firms with good gender balance,0,1,1,1,0,1,1,1,1,0,0
14836,What are the factors driving up the price of crude oil?,0,1,0,1,0,1,0,0,1,1,0
14837,"Grenfell-style cladding could be banned on tower blocks, government says",0,0,0,0,0,0,0,0,0,0,0
14838,Fast-track fracking plan by the government prompts criticism,0,0,0,0,0,0,0,0,0,0,0
14839,Burberry profits from 'belt bag' and Christopher Bailey swan song,0,0,0,0,0,0,0,0,0,0,0
14840,"Nils Pratley on finance  


  Nationalisation of east coast mainline was the only viable option",0,1,1,1,0,1,1,1,1,0,0
14841,YouTube to launch new music streaming service,0,0,0,0,0,0,0,0,0,0,0
14842,Home Office suspends immigration checks on UK bank accounts,0,1,1,1,0,1,1,1,1,0,0
14843,Paddy Power Betfair in talks to buy FanDuel after US sports betting ruling,0,1,0,1,0,1,0,0,1,1,0
14844,People don’t want railways to be political totems. They just want them to work,0,0,0,0,0,0,0,0,0,0,0
14845,"Actually, a ‘menopausal’ economy would be more productive",0,0,0,0,0,0,0,0,0,0,0
14846,Maximum stake for fixed-odds betting terminals cut to £2,0,0,0,0,0,0,0,0,0,0,0
14847,Co-op to fight food waste with pre-closing time donation scheme,1,0,0,0,0,0,0,1,1,0,0
14848,"Capita put NHS England patients at risk, says watchdog",0,0,0,0,0,0,0,0,0,0,0
14849,State takes back control of east coast mainline,0,0,0,0,0,0,0,0,0,0,0
14850,London Boat Show 2019 cancelled amid waning interest,0,0,0,0,0,0,0,0,0,0,0
14851,From royal table to bust: asparagus farmer could close over Brexit,0,0,0,0,0,0,0,0,0,0,0
14852,Carillion is no one-off scandal. Neoliberalism will bring many more,0,0,0,0,0,0,0,0,0,0,0
14853,The Guardian view on renationalising rail: give it a chance,0,0,0,0,0,0,0,0,0,0,0
14854,The Guardian view on the Bank of England: keep the menopause out of economic theory,0,1,1,1,0,1,1,1,1,0,0
14855,"Business live  TUC, CBI and MPs blast Bank of England over 'menopausal' economy comments - as it happened",0,1,1,1,0,1,1,1,1,0,0
14856,Canada says it will cover losses in bid to finish Trans Mountain oil pipeline,0,1,0,1,0,1,0,0,1,1,0
14857,Tata Steel unions urge benefits to be restored after £1.6bn profit,0,0,0,0,0,0,0,0,0,0,0
14858,Brief letters  Suffer hay fever? Don’t blow your nose,0,0,0,0,0,0,0,0,0,0,0
14859,The Bank of England’s view of menopausal women is demeaning,0,1,1,1,0,1,1,1,1,0,0
14860,Theresa May pledges £400m to remove Grenfell-style cladding,0,0,0,0,0,0,0,0,0,0,0
14861,Deliveroo to give staff £10m share pot – but couriers will miss out,0,0,0,0,0,0,0,0,0,0,0
14862,Deputy Bank governor apologises for 'menopausal economy' comment,0,1,1,1,0,1,1,1,1,0,0
14863,Pass notes  Menopausal: how an ill-advised analogy left the Bank of England deputy red faced,0,1,1,1,0,1,1,1,1,0,0
14864,"No new cameras on Irish border after Brexit, Karen Bradley says",0,0,0,0,0,0,0,0,0,0,0
14865,New Look’s ‘fat tax’ is wrong – where’s the loyalty to plus-size women?,0,0,0,0,0,0,0,0,0,0,0
14866,Gordon Ramsay’s restaurant group hit by £3.8m loss,0,0,0,0,0,0,0,0,0,0,0
14867,Jeremy Corbyn mocks Theresa May over Brexit divisions in cabinet,0,0,0,0,0,0,0,0,0,0,0
14868,Top Novartis lawyer steps down over Michael Cohen payments,0,0,0,0,0,0,0,0,0,0,0
14869,"Nils Pratley on finance  


  Bank deputy fails test for top job with 'menopause' comment",0,1,1,1,0,1,1,1,1,0,0
14870,Waterstones U-turns over unbranded bookshop in Edinburgh,1,1,0,0,0,0,0,1,0,1,0
14871,"UK must secure billions in investment to meet climate targets, MPs warn",0,1,1,1,0,1,1,1,1,0,0
14872,Topshop owner Arcadia's turnover falls as web hits shop sales,0,0,0,0,0,0,0,0,0,0,0
14873,EasyJet to expand holiday business as it reduces losses,0,0,0,0,0,0,0,0,0,0,0
14874,Carmichael rail line: engineering firm says it has 'demobilised' from Adani project,0,0,0,0,0,0,1,0,0,0,1
14875,New labelling helps UK shoppers avoid plastic packaging,0,0,0,0,0,0,0,0,0,0,0
14876,'CEOs don't want this released': US study lays bare extreme pay-ratio problem,0,0,0,0,0,0,0,0,0,0,0
14877,Carillion: 10 most shocking quotes from the report into its failure,0,0,0,0,0,0,0,0,0,0,0
14878,"Gig economy union seeks to raise £50,000 to fund Deliveroo fight",0,0,0,0,0,0,0,0,0,0,0
14879,Wind power overtakes nuclear for first time in UK across a quarter,0,1,0,1,0,1,0,0,1,1,0
14880,"Average person will need £260,000 for retirement, says report",0,0,0,0,0,0,0,0,0,0,0
14881,People want fat cats stopped. Labour must prove it’s up to the job,0,0,0,0,0,0,0,0,0,0,0
14882,Apprentices and owners at the sharp end of Carillion collapse,0,0,0,0,0,0,0,0,0,0,0
14883,"'Recklessness, hubris and greed' – Carillion slammed by MPs",0,0,0,0,0,0,0,0,0,0,0
14884,"Nils Pratley on finance  


  Entire system failed Carillion, not just directors at the top",0,1,1,1,0,1,1,1,1,0,0
14885,Key findings from the MPs' report into Carillion's collapse,0,0,0,0,0,0,0,0,0,0,0
14886,The Guardian view on Carillion’s collapse: a question of when not if,0,0,0,0,0,0,0,0,0,0,0
14887,Uber to allow sexual assault and harassment victims to sue company,0,0,0,0,0,0,0,0,0,0,0
14888,"Number of billionaires worldwide surged to 2,754 in 2017",0,0,0,0,0,0,0,0,0,0,0
14889,Batteries included in energy storage ideas,0,1,0,1,0,1,0,0,1,1,0
14890,"Grenfell Tower: lives remembered, but fire safety lessons still not learned",0,0,0,0,0,0,0,0,0,0,0
14891,"Business live  UK real wages rise, but drop in EU workers could hurt NHS – as it happened",0,0,0,0,0,0,0,0,0,0,0
14892,UK record employment increases likelihood of interest rate hike,0,0,0,0,0,0,0,0,0,0,0
14893,The UK government wants to put a price on nature – but that will destroy it,0,0,0,0,0,0,0,0,0,0,0
14894,Shortcuts  What are your chances of being sucked out of a plane?,0,0,0,0,0,0,0,0,0,0,0
14895,Ryanair cuts check-in time for passengers without reserved seats,0,0,0,0,0,0,0,0,0,0,0
14896,Box office analysis: UK  Is Avengers: Infinity War really the UK's biggest-ever superhero movie?,0,0,0,0,0,0,0,0,0,0,0
14897,TSB rejected help from Lloyds at start of IT meltdown,0,0,0,0,0,0,0,0,0,0,0
14898,Billionaire Christopher Chandler denies spy claims,0,0,0,0,0,0,0,0,0,0,0
14899,We can’t keep chopping down trees without harming ourselves,0,0,0,0,0,0,0,0,0,0,0
14900,The long read  Has wine gone bad?,0,0,0,0,0,0,0,0,0,0,0
14901,Airline dynasty crashes to earth in latest scandal to hit South Korean elite,0,0,0,0,0,0,0,0,0,0,0
14902,Capita staff used ‘excessive’ restraint on asylum seekers,0,0,0,0,0,0,0,0,0,0,0
14903,East Coast rail franchise 'to be scrapped' by transport secretary,0,0,0,0,0,0,0,0,0,0,0
14904,"Nils Pratley on finance  


  UK bookies beware: US will look after its own in betting revolution",0,1,1,1,0,1,1,1,1,0,0
14905,"British Gas loses 100,000 customer accounts since start of year",1,1,0,1,0,1,0,1,1,1,0
14906,Business live  Markets shrug off prospect of new Italian government - as it happened,0,1,1,1,0,1,1,1,1,0,0
14907,UK bookmaker values rise by over £1.5bn as sports betting to be legal in US,0,0,0,0,0,0,0,0,0,0,0
14908,Elon Musk says Tesla planning 'thorough reorganization',0,0,0,0,0,0,0,0,0,0,0
14909,Why is David Miliband talking about Brexit in a rice factory?,0,0,0,0,0,0,0,0,0,0,0
14910,Construction of central London new-build flats fell by a quarter in 2017,1,1,1,0,0,1,1,0,1,0,1
14911,Waterstones accused of breaking pledge not to take on independents,1,1,0,0,0,0,0,1,0,1,0
14912,Npower owner warns staff they will be first to be cut in E.ON deal,0,1,0,1,0,1,0,0,1,1,0
14913,Mothercare close to rescue plan that will speed store closures,0,0,0,0,0,0,0,0,0,0,0
14914,"The decline of Club 18-30 isn’t all about sex, sex, sex you know",0,0,0,0,0,0,0,0,0,0,0
14915,"Project Syndicate economists  


  Why a rising dollar risks unbalancing the world outside the US",0,0,0,0,0,0,0,0,0,0,0
14916,Hard Brexit could force part of Tilda's Essex mill to close,0,0,0,0,0,0,0,0,0,0,0
14917,WPP chairman faces investor revolt over unpublished Martin Sorrell report,0,0,0,0,0,0,0,0,0,0,0
14918,Dipton opencast mine protesters dig in ahead of deadline,0,0,0,0,0,0,0,0,0,0,0
14919,"Economics viewpoint  


  With or without Trump, we must back UN's education drive",0,0,0,0,0,0,0,0,0,0,0
14920,Cornish tin mining moves closer to revival as developer plans float,1,1,1,0,0,1,1,0,1,0,0
14921,Inside Shanghai's robot bank: China opens world's first human-free branch,0,1,1,1,0,1,1,1,1,0,0
14922,"When society’s safety net is shredded, the predators move in",0,0,0,0,0,0,0,0,0,0,0
14923,Shortcuts  New graduates want to be their own boss – here's how to do it,0,0,0,0,0,0,0,0,0,0,0
14924,"Shoppers desert UK high streets, putting more jobs at risk",0,0,0,0,0,0,0,0,0,0,0
14925,Carillion displayed utter contempt for suppliers – Frank Field,0,0,0,0,0,0,0,0,0,0,0
14926,Morrisons offers boost to 'honesty' fridge network,0,0,0,0,0,0,0,0,0,0,0
14927,HMRC spending on debt collectors up by more than 500% in three years,0,0,0,0,0,0,0,0,0,0,0
14928,Why parents should fear childcare going the way of Carillion,0,0,0,0,0,0,0,0,0,0,0
